DateTime,TweetId,Text,Username,Language,Hashtags,ReplyCount,RetweetCount,LikeCount,QuoteCount,Sentiment,Value
2023-06-06 16:45:03+00:00,1666124051260030976,"As someone who has fought their entire career to try to end gun violence, solutions do exist.

It requires leaders in the United States Congress and state legislatures to exercise courage and pass commonsense gun reform.",KamalaHarris,en,,269,258,1379,9,negative,0.22885
2023-06-05 23:22:00+00:00,1665861559480926208,"It is a false choice to suggest that we must either support the Second Amendment or pass reasonable gun safety laws. 

We can do both.",KamalaHarris,en,,5466,1659,10881,248,positive,0.7383500000000001
2023-06-05 19:35:02+00:00,1665804439955931137,"Democrats are fighting for the permanent expansion of the Child Tax Credit, paid family leave, affordable child care, Medicare and Social Security, and the right of all people to live with dignity.

Meanwhile, extremist so-called leaders are trying to roll back our progress.",KamalaHarris,en,,821,519,2375,39,positive,0.9375
2023-06-05 16:57:06+00:00,1665764694034984961,"In 2020, voters said it was time for a Black woman on the United States Supreme Court. 

Because voters made their voices heard, her name is Justice Ketanji Brown Jackson. https://t.co/hLOMzpCoGP",KamalaHarris,en,,5198,985,8233,264,positive,0.93445
2023-06-05 15:34:21+00:00,1665743871077220355,It’s time to renew the assault weapons ban. https://t.co/TdvXRnjEst,KamalaHarris,en,,4649,1367,7138,231,negative,0.05830000000000002
2023-06-04 16:40:06+00:00,1665398028545523712,"Over the last two years, we've made significant progress toward building a future where everyone can thrive. 

Let's finish the job. https://t.co/LS9a6TbYVf",KamalaHarris,en,,5057,1130,7627,235,positive,0.7787
2023-06-03 23:23:00+00:00,1665137034569056258,"The power of America’s military not only rests on our technology, weaponry, and hardware—it rests on our people's character and resolve. 

America has no greater resource or strategic asset than the men and women who wear our uniform.",KamalaHarris,en,,820,469,2840,61,positive,0.63545
2023-06-03 18:42:05+00:00,1665066341412270084,"We invest in America because we believe in our nation's innovation and the greatness of who we are, and we know there is no limit to what our country can achieve. https://t.co/dySkwTpN7y",KamalaHarris,en,,2274,1024,7361,130,positive,0.55135
2023-06-02 23:16:05+00:00,1664772907204001793,We promised to replace every lead pipe in our nation and we are getting it done. https://t.co/oNGRleNf1Q,KamalaHarris,en,,1224,766,5000,91,positive,0.6806
2023-06-02 20:17:21+00:00,1664727928247144457,"America has relied on West Point officers' conscience, capability, and courage for over two centuries. The graduating class of 2023 will be tried and tested—but I know they will rise to each occasion. https://t.co/o8FkCPeZFc",KamalaHarris,en,,222,384,2288,29,positive,0.74695
2023-06-02 15:21:32+00:00,1664653481368485888,"To West Point’s Class of 2023: You stand on the broad shoulders of generations of Americans who have worn the uniform, willing to sacrifice everything to protect the lives and liberty of people you may never meet. https://t.co/7gmCatgj4S",KamalaHarris,en,,315,394,2207,20,positive,0.79295
2023-06-01 18:20:33+00:00,1664336144652292096,We need leaders to have the courage to stand up for the children of America and pass reasonable gun safety laws. https://t.co/U06Rm73zxx,KamalaHarris,en,,2013,870,4561,109,positive,0.7787
2023-06-01 16:30:16+00:00,1664308389919309833,"Happy Pride! 

Pride Month has always been a joy-filled celebration. While we celebrate how far we’ve come, we must continue standing in solidarity with LGBTQ+ Americans in their ongoing struggle against discrimination and injustice. https://t.co/HfImGGhhwj",KamalaHarris,en,,8705,3592,30322,558,positive,0.9134
2023-05-31 19:55:21+00:00,1663997614671446016,"Small businesses are the backbone of our economy. 

Thank you to every small business owner in our nation for all you do to support and strengthen our communities. https://t.co/EpLlCT1b3K",KamalaHarris,en,,358,325,1841,22,positive,0.87895
2023-05-31 14:49:07+00:00,1663920549439963141,"From coast to coast, we are building a better future.

This year, 20,000 infrastructure projects will be underway that will transform communities, create good-paying jobs, and rebuild our nation's infrastructure. https://t.co/tfgXTMfUpM",KamalaHarris,en,,776,474,2591,34,positive,0.8062
2023-05-30 19:44:06+00:00,1663632394639798272,"When our entrepreneurs and our small-business leaders are strong, America is strong. https://t.co/qIHDVKm4gZ",KamalaHarris,en,,891,482,3427,63,positive,0.8825000000000001
2023-05-30 15:45:31+00:00,1663572355652763652,"When you know what you stand for, you know what to fight for. https://t.co/30R3yP5IfL",KamalaHarris,en,,3175,1341,6873,212,negative,0.30910000000000004
2023-05-28 16:38:05+00:00,1662860807342891008,One of my greatest honors as vice president is spending time with our service members. https://t.co/86CAwnoTEw,KamalaHarris,en,,2469,1089,8865,110,positive,0.9088
2023-05-27 18:48:00+00:00,1662531113892364290,"Since President @JoeBiden and I took office, over 12.5 million new jobs have been created, including 800,000 manufacturing jobs.",KamalaHarris,en,,2998,810,4494,152,positive,0.625
2023-05-27 14:00:20+00:00,1662458721841053696,"With America’s young leaders, I know our future is bright. https://t.co/WyuBqY9yLA",KamalaHarris,en,,633,457,3103,39,positive,0.7202
2023-05-26 21:43:05+00:00,1662212788670853126,"Last week, we convened a group of young men of color who are small business owners and entrepreneurs to listen and share what we are doing to support their work. https://t.co/9wBmFSRAw7",KamalaHarris,en,,933,507,2924,57,positive,0.7997000000000001
2023-05-26 20:17:37+00:00,1662191277268451337,The work we are all doing together is historic. https://t.co/4v5J5Yc0Gl,KamalaHarris,en,,1979,596,3307,107,uncertain,0.5
2023-05-26 15:28:01+00:00,1662118396501139458,"While congressional Republicans support legislation that could cut funding for veterans’ health care, President @JoeBiden and I will keep fighting to protect and care for our nation’s heroes.",KamalaHarris,en,,788,371,1945,39,positive,0.9430000000000001
2023-05-26 00:48:05+00:00,1661896956782731265,"Tina Turner was a spectacular woman whose life was a testament to all who believe in what can be, unburdened by what has been. 

Her strength, signature voice, and iconic moves inspired millions.
 
Doug and I pray for Tina’s family and loved ones. https://t.co/2jsVFF00ZL",KamalaHarris,en,,248,1022,10204,41,positive,0.9559
2023-05-25 19:51:06+00:00,1661822218081370114,"Over the weekend, we celebrated @BrittneyGriner's return to the court. Her grace, courage, and determination are an inspiration to all. https://t.co/ihkWOPPQb0",KamalaHarris,en,,1944,362,2619,69,positive,0.97065
2023-05-25 18:25:31+00:00,1661800680586092547,"In 2020, young voters turned out in record numbers to make a difference. https://t.co/6w7v7T4qdk",KamalaHarris,en,,1661,562,2958,95,uncertain,0.5
2023-05-24 20:53:01+00:00,1661475411019153411,"One year ago, 19 children and 2 educators were killed in their elementary school in Uvalde in a mass shooting carried out with a weapon of war.

We urge leaders in Congress and state legislatures to meet this and far too many heartbreaking moments not just with words, but action.",KamalaHarris,en,,1067,595,3345,44,negative,0.11085
2023-05-23 20:02:06+00:00,1661100209697443840,"When President Biden and I took office, we vowed to rebuild America’s manufacturing sector, bring jobs back from overseas, strengthen our supply chains, and build in America.

And we have kept that promise by investing hundreds of billions of dollars in American manufacturing. https://t.co/CThOLGh51F",KamalaHarris,en,,3224,1054,5772,159,positive,0.7787
2023-05-23 15:47:30+00:00,1661036139086528519,"12.7 million jobs have been created since we took office
253,000 jobs were added last month
The unemployment rate fell to 3.4%

While we have more work to do, we are building our economy from the bottom up and the middle out. https://t.co/CCEQe14z9h",KamalaHarris,en,,1426,680,3493,69,negative,0.38685
2023-05-22 23:24:00+00:00,1660788632238583809,"Congress must send a bill to President @JoeBiden that bans assault weapons and high-capacity magazines, implements universal background checks, and helps keep guns out of the hands of people who are a danger to themselves and others.  

We need action.",KamalaHarris,en,,4540,1152,6792,183,negative,0.0912
2023-05-22 19:40:06+00:00,1660732285237317638,"Since we took office, a record number of Americans have applied to start a small business.

President @JoeBiden and I will continue to fight to ensure every aspiring small business owner in our nation has the opportunity not only to survive but thrive. https://t.co/f9mFKiOlE7",KamalaHarris,en,,760,501,3172,40,positive,0.63085
2023-05-22 17:10:05+00:00,1660694532994809856,"The Inflation Reduction Act is bringing down health care and energy costs, protecting our planet, and ensuring every community has the opportunity to thrive. Now, congressional Republicans want to repeal the essential parts of it.

We won’t let them.",KamalaHarris,en,,1600,531,2537,66,positive,0.92955
2023-05-21 22:41:05+00:00,1660415444518313984,"Created over 12 million jobs.
Capped insulin at $35/month for seniors.
Passed the largest climate investment ever.
Made historic infrastructure investments.
Protected marriage equality in federal law.

We've made progress, but there’s still much more to do.

Let’s finish the job. https://t.co/8rbwS58A8y",KamalaHarris,en,,5786,1997,10794,262,positive,0.75935
2023-05-21 16:58:00+00:00,1660329104510427138,"President @JoeBiden signed the most significant gun safety legislation in 30 years and implemented important executive actions, but more must be done–including banning assault weapons and high-capacity magazines.",KamalaHarris,en,,1231,637,3801,63,negative,0.08179999999999998
2023-05-21 15:00:13+00:00,1660299464110747651,There are no truer patriots than the men and women who have served our nation. https://t.co/q7nNBKJxjA,KamalaHarris,en,,3138,1465,10739,210,negative,0.36224999999999996
2023-05-20 21:33:00+00:00,1660035922614796291,"President Biden and I have taken historic action to expand access to affordable, high-quality child care so every family can thrive.

Now, congressional Republicans want to slash funding for child care programs.",KamalaHarris,en,,1319,680,3212,56,positive,0.89225
2023-05-20 18:31:05+00:00,1659990141849464832,Small businesses are the backbone of America’s economy. https://t.co/z0wxpoX7tT,KamalaHarris,en,,1187,441,2409,74,uncertain,0.5
2023-05-20 15:00:25+00:00,1659937124852875270,"Democrats are fighting for: 

The expansion of the Child Tax Credit 
Paid family and medical leave 
Affordable child care
Medicare and Social Security 
The renewal of the assault weapons ban 
The passage of the John Lewis Voting Rights Advancement Act
Our democracy https://t.co/Rrx2OdF4qY",KamalaHarris,en,,4536,1730,7254,254,negative,0.14984999999999998
2023-05-19 23:58:05+00:00,1659710046660435969,"Outrageous: 217 House Republicans voted for a bill that could cut funding for veterans’ health care. 

We will keep fighting to protect and care for our nation’s heroes. https://t.co/9pEgIcIp4g",KamalaHarris,en,,2658,2055,5477,154,positive,0.8453999999999999
2023-05-19 20:05:07+00:00,1659651418007937028,"In the last two years, because of @SpeakerPelosi's partnership, President Biden and I have made historic progress: the largest economic recovery since FDR, the largest infrastructure investments since President Eisenhower, and the largest climate investment in America's history. https://t.co/BJ5OMAhKql",KamalaHarris,en,,1995,1005,5047,94,positive,0.71075
2023-05-19 15:27:46+00:00,1659581621865963520,We will not allow extremist Republicans to destroy the basic rights and principles upon which our nation was founded. https://t.co/yv4UPRQ0M1,KamalaHarris,en,,4102,896,4504,194,negative,0.18355
2023-05-19 01:04:05+00:00,1659364267873783808,"All Americans deserve to be safe from gun violence.

We know the solutions to help end gun violence. The American people are not divided on this issue—a majority of gun owners support sensible reforms.

Let’s get it done. https://t.co/vwcaXoFUzJ",KamalaHarris,en,,4015,1255,7571,194,negative,0.12469999999999998
2023-05-18 20:22:00+00:00,1659293280809414670,"It’s been just over a year since the Dobbs decision was leaked, and there were three words on my mind that night.

How. Dare. They.

How dare they attack our health care system, our fundamental rights, and the freedom of the women of America to make decisions about their bodies.",KamalaHarris,en,,3085,990,5803,160,positive,0.7294
2023-05-18 18:49:06+00:00,1659269898390974465,"For two years, President @JoeBiden and I have fought to uphold and protect the fundamental freedoms of the American people. 

We have stood together defending freedom and democracy, civil rights, human rights, and women's rights. 

And now, we need to finish the job. https://t.co/ke17WfxMLv",KamalaHarris,en,,1680,548,3076,97,positive,0.88585
2023-05-18 14:45:41+00:00,1659208640426016770,"My mother would often say “Kamala, you may be the first to do many things, make sure you are not the last.” 

I know I won’t be the last. https://t.co/2eVlgHxnHE",KamalaHarris,en,,5514,1029,9009,237,positive,0.6591
2023-05-18 00:50:36+00:00,1658998486321307649,We must stand for our country's foundational principles of freedom and liberty. https://t.co/QIknlP5hk2,KamalaHarris,en,,1864,1003,4844,87,positive,0.91125
2023-05-17 19:55:01+00:00,1658924100860125194,"When we invest in small businesses, we invest in jobs, opportunity, innovation, and in America.",KamalaHarris,en,,452,279,1680,27,positive,0.82985
2023-05-17 16:40:01+00:00,1658875028409049090,"Congressional Republicans want to cut funding for Medicare and Social Security. 

President @JoeBiden and I are committed to protecting these essential programs.",KamalaHarris,en,,1204,554,2400,52,positive,0.70095
2023-05-17 14:45:44+00:00,1658846264870547460,"In states across our nation, extremist so-called leaders have proposed and passed laws that ban abortion. https://t.co/livs1xj14t",KamalaHarris,en,,1230,531,2351,61,negative,0.2213
2023-05-17 02:30:06+00:00,1658661140254056448,"A year after the Dobbs decision was leaked, it's clear that extremist so-called leaders—as part of their national agenda—want a nationwide abortion ban.

We're not having that. https://t.co/tnedicW0bM",KamalaHarris,en,,996,711,4426,44,negative,0.24469999999999997
2023-05-16 23:22:30+00:00,1658613927708590084,"With extremist Republicans attacking abortion access and reproductive rights nationwide, there's so much at stake — and we are fighting back. Tune in now as I speak to the leaders of @emilyslist.
https://t.co/WbNyAaXFmG",KamalaHarris,en,,736,704,3307,30,negative,0.16475
2023-05-16 19:46:39+00:00,1658559607239766020,"In our first two years in office, President @JoeBiden and I:

Capped the cost of insulin for seniors at $35 a month
Capped the cost of prescription medication at $2,000 a year for our seniors
Passed a law to replace lead pipes throughout America

And we're just getting started.",KamalaHarris,en,,2309,589,3239,103,uncertain,0.5
2023-05-16 17:09:07+00:00,1658519961801719831,"Small businesses are the backbone of America’s economy. 

Their creativity, hard work, determination, and innovation create prosperity and opportunity for millions of people, helping shape the future of our country. https://t.co/j1flsmb8QT",KamalaHarris,en,,262,277,1550,21,positive,0.9559
2023-05-16 14:15:09+00:00,1658476182088876034,"217 House Republicans voted for a bill that could cut up to 60,000 teaching jobs—affecting more than 25 million kids. 

Our teachers and children deserve better. https://t.co/ktQ3RGIOKQ",KamalaHarris,en,,3874,1724,4997,159,positive,0.60115
2023-05-15 19:35:00+00:00,1658194288537206790,"Under President @JoeBiden, we have passed smart gun safety legislation for the first time in 30 years, but we have more to do. 

Congress must act to ban assault weapons, enact red flag laws, and require background checks.",KamalaHarris,en,,1732,551,3148,50,negative,0.03434999999999999
2023-05-15 17:09:06+00:00,1658157571134431233,"America is a nation powered by the ambition and aspiration of her people.

When we lead, we build a future in which every American not only survives, but can thrive. https://t.co/fGuN2LeTt9",KamalaHarris,en,,2159,678,4361,75,uncertain,0.5
2023-05-14 17:54:00+00:00,1657806481893277697,"As we celebrate mothers today, let's not forget our nation's maternal health crisis.

From training doulas to extending Medicaid coverage for postpartum care from two months to one year in 31 states and D.C., we made investments to address the crisis, but more work must be done.",KamalaHarris,en,,562,519,3280,25,uncertain,0.4592
2023-05-14 14:45:14+00:00,1657758975478079488,"My mother, Shyamala Gopalan, had two goals in her life: to raise her two daughters and end breast cancer. I am forever grateful to her and all mothers who love, raise, and inspire us. Happy Mother’s Day. https://t.co/eyG2cZx6w6",KamalaHarris,en,,969,1450,19231,48,positive,0.94035
2023-05-13 23:26:05+00:00,1657527665526439937,"Record job growth.
Largest investment in climate action in history.
Manufacturing is growing faster than it has in decades.
Greatest two years of small business creation on record.

President @JoeBiden and I are delivering for working families, and we're just getting started. https://t.co/OqIZjrIkSK",KamalaHarris,en,,3106,1336,6709,112,positive,0.93125
2023-05-13 18:41:00+00:00,1657455922468499456,"Since President @JoeBiden and I took office, we have seen a record number of new small business applications with more than 10.5 million applications filed.

America is seeing a small business boom.",KamalaHarris,en,,1141,472,2909,63,uncertain,0.5386
2023-05-13 17:47:05+00:00,1657442354817560580,"Fighting for women's reproductive care is very personal to me. 

As a breast cancer researcher, my mother fought for women's health rights and the dignity women should have in the health care system.

I continue her fight. https://t.co/RhPs1J1OwD",KamalaHarris,en,,2285,1467,12750,126,negative,0.29905000000000004
2023-05-12 21:10:07+00:00,1657131061476818944,"We all must build on the movement that led to Roe v. Wade. 

We must move forward and have Congress pass legislation that would put the protections of Roe v. Wade into federal law. https://t.co/KqDihvWb9e",KamalaHarris,en,,2458,1246,5911,104,uncertain,0.5
2023-05-12 20:16:01+00:00,1657117443842625560,"MAGA extremists have an agenda to:

Attack the right of a woman to make decisions about her own body.
Attack the right to vote.
Ban books.

Across all 50 states.

We are fighting back.",KamalaHarris,en,,10714,1686,8952,435,negative,0.0469
